title,authors,abstract,keywords,year,venue,pub_type,first_author_country
The Role of AI in Shaping Content Marketing Trends Among Millennials: An Empirical Study,"Janani, M and Andal, V","This paper aims to analyse the extent to which artificial intelligence has made its influence on the preference of content marketing among millennials. How predication analytics, automated content generation and AI driven personalization drive the customer engagement and purchase behaviour is what is studied. The research approach that was used was quantitative through survey of 196 millennial consumers. Convenience sampling was used because of the need to guarantee respondent accessibility. Confirmatory factor analysis (CFA), exploratory factor analysis (EFA), correlation analysis and ANOVA were used for confirming relationships between customer behaviour and use of AI in content marketing. Additionally, results from the study show that millennial engagement has a high positive association with AI — powered content marketing. Personalization and predictive analytics make sense in Customer satisfaction and it was found. In order to make amends, EFA and CFA were used to validate the structural model and confirm that AI was indeed the significant contributor in the improvement of content marketing efficiency.",Artificial Intelligence; Artificial intelligence; Automated Content Creation; Consumer Behaviour; Consumer behavior; Content Marketing; Engagement; Generative AI; Market research; Millennials; Personalization; Prediction algorithms; Predictive Analytics; Predictive analytics; Production; Surveys; Technological innovation,2025,2025 International Conference on Networks and Cryptology (NETCRYPT),inproceedings,UNK
Generative AI's Broad Spectrum of Applications,"Musiol, Martin","Summary <p>This chapter offers a concise exploration of generative AI's diverse applications, highlighting how the technology is reshaping industries from music to 3D object generation. In the dynamic landscape of AI, Google DeepMind stands as a beacon of innovation. DeepMind's prowess lies in its innovative approach to AI, particularly in the areas of deep learning and reinforcement. The applications of generative AI are as diverse as they are fascinating. Voice generation, for instance, involves the use of AI to synthesize human&#x2010;like speech, enabling more natural interactions between humans and machines. Generative AI plays a pivotal role in image generation and manipulation, enabling the creation of realistic images or the modification of existing one. The landscape of generative AI is highly dynamic, with nothing set in stone. The chapter also explores the immediate, untapped potential of generative AI.</p>",Artificial general intelligence; Artificial intelligence; Chatbots; Companies; Generative AI; Internet; Navigation; Reinforcement learning; Safety; Technological innovation,2024,Generative AI: Navigating the Course to the Artificial General Intelligence Future,inbook,UNK
AI-SoS: A Strategic Framework for Integrating Artificial Intelligence in System of Systems,"Tekinerdogan, Bedir","In the contemporary engineering landscape, the complexity and interconnectivity of systems have given rise to the concept of Systems of Systems (SoS), wherein multiple independent systems collaborate to achieve a higher-order functionality not possible by any single component system alone. The engineering of SoS, or System of Systems Engineering (SoSE), presents unique challenges that necessitate novel approaches for design, integration, and management for connecting systems into SoS. Additionally, SoS capabilities can be further leveraged using the potential of Artificial Intelligence (AI), which has yet to be fully explored. This paper introduces an innovative framework leveraging AI to address the complex demands of SoSE. The framework itself has been developed using a systematic domain analysis method. The framework incorporates a metamodel, a Matrix Chart for aligning AI technologies with specific SoS capabilities, and a systematic method for their application across different stages of the SoS lifecycle. To validate our framework, we employ a multi-case study methodology, examining diverse SoS examples across industries. These case studies demonstrate the practicality and impact of the presented proposed AI-driven approach in real-world SoSE challenges. The framework is used to depict a useful map to pave the way for further research and innovations.",Artificial intelligence; Complexity theory; Industries; System of systems; Systematics; Technological innovation; case study research; domain analysis; obstacles; system of systems,2024,2024 19th Annual System of Systems Engineering Conference (SoSE),inproceedings,UNK
A Systematic Review on Incorporation of Artificial Intelligence in Precision Healthcare,"Dwivedi, Karnika and Chugh, Bharti and Chaudhary, Jyoti and Joshi, Deepak Chandra and Bhatt, Pankaj","Precision medicine is transforming healthcare in the future owing to artificial intelligence (AI), enabling treatment to be personalized in line with a person's genetic, environmental, and lifestyle characteristics. In this article, AI's potential to revolutionize clinical decision-making, hasten drug discovery, and boost diagnostic accuracy is explored. Advanced AI technologies such as deep learning and natural language processing unlock new insights in genomic data, medical imaging, and patient records to enable more personalized treatment and better outcomes for patients. Among the technologies that build transparency and trust, aside from overcoming challenges related to algorithmic interpretability and bias, are explainable models and multi-modal AI systems. Despite its promise, AI in precision medicine is also hindered by various challenges such as concerns over confidentiality of data, ethical questions, and a lack of standardized regulatory frameworks. The review highlights AI's use in genomics, diagnosis, and treatment alongside challenges in deployment and new developments such as federated learning and use of real-world evidence. Ultimately, the article underscores the importance of high ethical standards and cross-disciplinary collaboration in unleashing AI's potential to deliver personalized medicine to the entire globe. By overcoming challenges that already face it and developing new methods, AI can revolutionize precision medicine and pave the way for a new era of patient-centered healthcare.",Artificial intelligence; Bioinformatics; Collaboration; Ethics; Explainable AI; Federated Learning; Federated learning; Genomic Data; Genomics; Medical Imaging; Medical diagnostic imaging; Medical services; Multi-Modal AI Systems; Precision medicine; Systematic literature review,2025,2025 International Conference on Networks and Cryptology (NETCRYPT),inproceedings,UNK
Augmenting Cybersecurity and Fraud Detection Using Artificial Intelligence Advancements,"Kumar, Keshaw and Kuldeep and Bhushan, Bharat","In 2023, the rapid advancement of Generative AI (GenAI) models, including ChatGPT and Google Bard, has reshaped the digital landscape. GenAI tools are now used both defensively and offensively, raising crucial questions about their societal, ethical, and privacy implications. Artificial Intelligence (AI) plays a pivotal role in the Fourth Industrial Revolution, enhancing the security of computer networks. This study investigates these connections, finding that e-Governance partially mediates the link between AI and cybersecurity, with stakeholders influencing this dynamic. AI's increasing integration into daily life, spanning healthcare, finance, and surveillance, emphasizes the importance of data privacy. The handling of extensive datasets by AI systems brings about unique privacy and ethical challenges, necessitating stringent safeguards. This concise abstract underscore the profound impact of GenAI models on cybersecurity in 2023, emphasizing their implications for society, ethics, and privacy. It highlights nuanced relationships between AI, e-Governance, and cybersecurity, while acknowledging the need for robust privacy protection. The paper calls attention to the potential of advanced techniques to fortify cybersecurity against ever-evolving threats.",Artificial Intelligence; Artificial intelligence; Computer security; Cyber-security; Data privacy; Ethics; GenAI; Internet; Privacy; Stakeholders,2023,"2023 International Conference on Computing, Communication, and Intelligent Systems (ICCCIS)",inproceedings,UNK
The Revolution in 3D Animation Film Production Process Under Artificial Intelligence Technology,"Mengya, Liu and Xiangning, Yan and Chi, Zhang and Zichu, Yang","In recent years, artificial intelligence (AI) technology has made breakthrough progress in the field of 3D animation film production, especially since 2022 with the rise of generative AI, which has brought a completely new look to the animation field. This article provides a literature review of current technologies and systematically summarizes some of the most important technological developments and case studies in the 3D animation field between 2021 and 2024, summarizing the impact of AI technology on the industrialized process of 3D animation film production. We systematically reviewed relevant literature and industry reports, focusing on in-depth research from perspectives such as AI-generated video content technology, AI-generated 3D animation, the role of AI in 3D reconstruction, and AI-driven character animation. In this study, we summarize the advantages that AI technology can bring to the film and television industry and design a universally applicable AI-driven industrialized process for film and television production. This process, combined with current successful film and television cases and cutting-edge technologies, can provide multiple possibilities for the use of AI assistants in the film and television industry.",3D animation; 3D reconstruction; Animation; Art; Artificial intelligence; Collaboration; Human-machine systems; Industries; Production; TV; Technological innovation; Three-dimensional displays; animation stylization; artificial intelligence; film and television industry,2024,2024 IEEE Smart World Congress (SWC),inproceedings,UNK
Adapting Artificial Intelligence Towards Managing Sustainable Construction,"Labib, Wafa Abdelmajeed and Alhasan, Moayad","This paper provides an overview of how Artificial Intelligence (AI) technologies contribute to sustainable construction, focusing on their applications in design and planning, construction management, material selection, waste management, energy management, and building performance monitoring. AI-driven sustainability metrics and optimization strategies are explored to improve the efficiency and cost-effectiveness of construction processes. Specialized tools such as Generative AI (GenAI), Digital Twins (DT), and Support Vector Machines (SVM) are discussed, highlighting their role in achieving sustainability goals within the built environment. Despite the potential benefits, challenges remain, including technological, fi-nancial, regulatory, and workforce skillset gaps. Through industry examples and case studies, the paper demonstrates AI's impact on energy efficiency, water conservation, waste reduction, and carbon footprint reduction. The paper highlights the promising future of AI in sustainable construction and recommends that future research focus on overcoming integration challenges, enhancing workforce training, and further exploring AI's role in advancing circular economy practices within the construction industry.",Artificial Intelligence; Artificial intelligence; Carbon footprint; Construction Management; Deep Learning; Energy efficiency; Machine Learning; Measurement; Monitoring; Optimization; Support vector machines; Sustainability; Sustainable Construction; Sustainable development; Waste reduction; Water conservation,2025,2025 Eighth International Women in Data Science Conference at Prince Sultan University (WiDS PSU),inproceedings,UNK
A Review of Artificial Intelligence and Data Science in Shaping Sustainable Architecture,"Salman, Amany","The integration of Data Science and Artificial Intelligence (AI) in architectural and construction engineering is revolutionizing traditional methods, enabling innovations in design, resource optimization, and energy efficiency. This paper provides a comprehensive review of the current state of research on AI and data science applications in sustainable architecture. Unlike previous studies, this review critically examines the comparative effectiveness of AI-driven approaches, benchmarks them against traditional methods, and evaluates their scalability for widespread adoption. By analyzing AI frameworks such as generative design, predictive analytics, and real-time monitoring, the study identifies key challenges and opportunities in AI integration within regulatory frameworks like LEED and BREEAM. Case studies are not only summarized but critically analyzed with quantitative assessments of energy efficiency, cost savings, and sustainability impact. This research highlights AI's transformational potential by demonstrating its role in automated construction planning, energy-efficient building design, and AI-driven regulatory compliance. These innovations directly contribute to Saudi Vision 2030's goals of reducing carbon emissions and developing smart, energy-efficient cities.",Architecture; Artificial Intelligence; Artificial intelligence; Costs; Data science; Energy efficiency; Optimization; Predictive Analytics; Predictive analytics; Reviews; Saudi Vision 2030; Scalability; Sustainability; Sustainable development; Technological innovation,2025,2025 Eighth International Women in Data Science Conference at Prince Sultan University (WiDS PSU),inproceedings,UNK
Artificial Intelligence and Academic Research: An Exploratory Study with Master's Students,"Gouveia, Teresa and Raposo, Rui and Morais, Nídia Salomé","The rapid evolution of the technological landscape challenges us to explore new ways of utilising technologies, including Generative Artificial Intelligence (AI). This article analyses how master's students perceive and apply AI in their academic research. The study, conducted through a questionnaire survey administered to students in a master's program in Communication at a Higher Education institution in Portugal, reveals that using AI tools in research activities is scarce or non-existent. Despite this prevailing trend, some students have already experimented with these tools in other contexts. The results highlight the opportunity and necessity to develop technological skills and literacy in students regarding using digital tools involving AI solutions without neglecting the importance of promoting critical thinking and recognising values associated with digital ethics.Further studies are anticipated in other Higher Education Institutions, along with periodic analysis to monitor changes in students' attitudes and practices regarding AI in academic research. It is essential to raise awareness about the potential and challenges associated with using AI to prepare students for integrating this technology into their future academic and professional careers. The study contributes to the initial understanding of the role of AI in academic research. It emphasises the importance of an educational approach encouraging responsible and ethical AI adoption.",Academic Research; Artificial Intelligence; Artificial intelligence; ChatGPT; Ethics; Higher Education; Market research; Monitoring; Surveys; Task analysis; Training,2023,2023 International Symposium on Computers in Education (SIIE),inproceedings,UNK
AI for Automated Thoracic Disease Assessment from X-Ray Imaging: a Review,"Ali, Hadeel M. and El-Metwally, Shereen M. and Wahed, Manal Abdel","With the increasing availability of digital X-ray imaging, artificial intelligence (AI) has emerged as a promising tool for automating the assessment of thoracic diseases. The objective of this study is to systematically review the artificial intelligence (AI) and deep learning methods proposed for the automated assessment of thoracic diseases from chest X-ray images. A thorough search of the relevant literature was conducted, and studies that met the inclusion criteria were critically reviewed. Information on the datasets, model architectures, evaluation metrics, and results was extracted. Convolutional neural networks are prevalent, achieving a state-of-the-art classification performance. Recent studies have explored more complex tasks such as disease localization, segmentation, and report generation. The multitask and multimodal approaches are promising. Challenges related to the data, evaluations, and clinical adoption were identified. This study prevails that there is a significant progress in using deep learning for automated chest X-ray analysis. Further research is needed to validate these models in real-world settings and to facilitate their integration into clinical workflows.",Analytical models; Artificial intelligence; Computational modeling; Convolutional neural networks; Deep learning; Recurrent neural networks; Solid modeling; X-ray imaging; artificial intelligence; automated assessment; deep learning; thoracic diseases,2023,2023 5th Novel Intelligent and Leading Emerging Sciences Conference (NILES),inproceedings,UNK
A Culturally Sensitive Test to Evaluate Nuanced GPT Hallucination,"McIntosh, Timothy R. and Liu, Tong and Susnjak, Teo and Watters, Paul and Ng, Alex and Halgamuge, Malka N.","The generative pretrained transformer (GPT) models, renowned for generating human-like text, occasionally produce “hallucinations”—outputs that diverge from human expectations. Current mitigation strategies for these GPT hallucinations largely rely on algorithmic automation, thereby overlooking the complexities of human judgment and cultural influence, particularly in fact interpretation. Addressing this issue, we have introduced a Culturally Sensitive Test that integrates language subjectivity, cultural nuances, and GPT idiosyncrasies. We have applied this test to five GPT models—OpenAI's ChatGPT-3.5 and ChatGPT-4, Google's Bard, Perplexity AI, and TruthGPT—evaluating their responses to 70 questions across seven categories designed to provoke hallucinations. The evaluated models demonstrated varying performance, with controversial topics, those lacking clear scientific consensus and the brain teasers proving more susceptible to GPT hallucinations. Our study has paved the way for a nuanced assessment of GPT hallucinations.",AI hallucinations; Artificial intelligence; Artificial intelligence (AI) evaluation; Biological system modeling; Context modeling; Cultural differences; Data models; Surveys; Transformers; cultural nuance; culturally sensitive test; generative AI; generative pretrained transformer (GPT),2024,IEEE Transactions on Artificial Intelligence,article,UNK
The Intersection of Art and AI: Innovations in Creative Collaboration,"N, Shamanth and T R, Sagar and Ballal, Sanjana and Etagi, Khushi and P, Priyanga","The combination of artificial intelligence (AI) and art has revolutionized creative collaboration, pushing the boundaries of traditional artistic practices. This paper investigates the transformative impact of AI on digital art, emphasizing its dual role as both a creative tool and a collaborator. We explore advanced methodologies, including Neural Style Transfer (NST) and Generative Adversarial Network (GAN), to illustrate how thesetechnologies facilitate innovative artistic expressions. Our approach involves collecting a diverse dataset of artistic works, which undergoes augmentation through techniques like Deep Dream. We utilize Convolutional Neural Network(CNN) for feature extraction and employ NST to apply various artistic styles to AI-generated images. The results demonstrate that AI not only enhances the creative process but also fosters collaboration between artists and machines, leading to unique and diverse outputs. By addressing ethicalissues and integrating user feedback, this study highlights the potential of AI to reshape the future of art and collaboration, ultimately expanding the horizons of creativity.",AI; Artificial intelligence; Collaboration; Creativity; Digital art; Ethics; Generative adversarial networks; Market research; Neural style transfer; Technological innovation; Transforms; art; creativity; deep dream; design; ethical AI; evolutionary algorithms; generative adversarial networks; neural style transfer,2024,"2024 International Conference on IoT, Communication and Automation Technology (ICICAT)",inproceedings,UNK
Treatment for COVID-19 strains with artificial intelligence,"Steffi, P. F. and Thirumalaiyammal, B. and Mishel, P. F.","The World Health Organization reported 200.8 million laboratory-confirmed illnesses and 4.16 million fatalities from COVID-19 as of August 6, 2021, making it the biggest pandemic since the 1918 flu. The key challenges in COVID-19 mitigation include effective immunization, treatment, and adaptable containment techniques. The promise of artificial intelligence (AI) in COVID-19 tracking, diagnostics and prognosis, medication discovery, vaccine development, and therapy of COVID-19 surveillance is the subject of this chapter. AI attempts to emulate the cognitive powers of the human brain, such as problem-solving and learning capacities, using massive data. Machine learning (ML), a subtype of AI, has particular potential in solving issues based on data-curated experiences. Advances in AI approaches have offered a previously unheard-of potential for constructing agile surveillance systems based on a flood of data gathered in a short period of time. Many publications during the course of the COVID-19 pandemic highlighted the importance of AI techniques in prioritizing, distribution, surveillance, medications, vaccines, and nonpharmaceutical therapies. This review will go over the clinical efficacy of AI-based models as well as the constraints and problems that AI systems face, such as model generalizability, explainability, and trust, which act as pillars for real-world deployment in healthcare.",Artificial intelligence; Big Data; Bioinformatics; COVID-19; Companies; Computed tomography; Computer viruses; Genomics; Lungs; Pandemics,2023,Computer Intelligence Against Pandemics: Tools and Methods to Face New Strains of COVID-19,inbook,UNK
Exploring into the Advancements of Deep Learning Technology: A Comprehensive Review,"Rizvi, Nomaan and Shende, Sahil","The ascent of artificial intelligence has been intricately linked with the evolution of neural networks, a transformative technology that has redefined countless industries. From their humble origins as basic models to their contemporary manifestation as complex deep learning architectures, neural networks, including Artificial Neural Networks (ANN), Feedforward Neural Networks (FNN), Convolutional Neural Networks (CNN), Recurrent Neural Networks (RNN), Long Short-Term Memory networks (LSTM), Generative Adversarial Networks (GAN), and the groundbreaking Transformers, have left an indelible mark on the AI landscape. This comprehensive review article offers a thorough exploration of neural networks, tracing their historical development, dissecting their fundamental components, unveiling the intricacies of training procedures, and highlighting the wide-ranging practical applications across diverse domains. By diving into the nuances of each neural network type, readers will develop a profound appreciation for how these innovations collectively shape the contemporary AI landscape, making this paper an essential resource for researchers, practitioners, and enthusiasts seeking to navigate the ever-evolving world of neural networks and their pivotal role in the field of artificial intelligence.",Artificial intelligence; Convolutional neural networks; Generative adversarial networks; Long short term memory; NLP; Neural networks; Recurrent neural networks; Reviews; Technological innovation; Training; Transformers; computer vision; deep learning; image processing; neural network,2024,"2024 International Conference on Healthcare Innovations, Software and Engineering Technologies (HISET)",inproceedings,UNK
High Fidelity Face Generation with Style Generative Adversarial Networks,"Jadhav, Ranjana and Gokhale, Vedant and Deshpande, Mihir and Gore, Aayush and Gharpure, Adwait and Yadav, Harsh","This study proposes a novel Generative Adversarial Network (GAN)-based model for text-to-face generation, which generates high-fidelity, diverse and realistic facial images that are consistent with the provided textual descriptions. The model utilizes the StyleGAN architecture and is trained on a large dataset of real human faces. Various metrics are employed to assess the effectiveness of the proposed model. The potential applications of this technology are diverse and include criminal investigation, data augmentation for face recognition systems, computer graphics, and entertainment. The proposed model can generate realistic and visually appealing facial images that can be useful in a variety of fields. This study demonstrates the effectiveness of using GAN-based models for text-to-image generation, highlighting their potential for improving the accuracy and robustness of various applications.",Computational modeling; Computer architecture; Computer graphics; Data augmentation; Entertainment industry; Face recognition; GANs; Generative adversarial networks; Image generation; Machine learning; Measurement; Neural networks; Synthetic faces,2023,2023 2nd International Conference on Smart Technologies and Systems for Next Generation Computing (ICSTSN),inproceedings,UNK
Experiencing Art Museum with a Generative Artificial Intelligence Chatbot,"Wang, Huan and Matviienko, Andrii","Generative Artificial Intelligence (GenAI) chatbots start changing experiences with art for museum visitors by making them more interactive and engaging. However, it remains underexplored how GenAI chatbots influence visitors’ in-field experience and interaction at art museums regarding finding information, engagement, and enjoyment compared to existing museum tour-guide applications. In this paper, we contribute the design and implementation of a smartphone-based chatbot that detects artwork, generates textual and auditory information, and interactively answers visitors’ questions. To explore visitors’ experience with it, we conducted a field experiment (N=30) at the National Art Museum, comparing it to the existing museum application. Our results indicate that visitors showed higher artwork engagement with the chatbot than the museum application. Moreover, they enjoyed an interactive experience using the chatbot to learn about the art collection and have equally preferred textual and auditory information representation.",Chatbot; Generative AI; Museum experience; Tour guide,2025,Proceedings of the 2025 ACM International Conference on Interactive Media Experiences,inproceedings,UNK
Network Security Issues Caused by Generative Artificial Intelligence,"Liu, Baiqiang","It has recently emerged that generative Artificial Intelligence (AI) has been significantly developed and can create realistic speech, images, and video. Although such innovations provide many advantages, they pose major threats to the network's security. The research question of the study will, therefore, be the role and effects of generative artificial intelligence on network security, especially deepfake, artificial intelligence-driven phishing, and multimedia content manipulation. This research uses a case study analysis of real-life experiences of security threats in networked systems to show how generative AI can be misused. The findings reveal that: 1. Generative AI can create highly developed cyberattacks such as deepfake social engineering and AI-supplemented phishing, which use visually and audibly persuasive appeals to manipulate users. 2. The problem with this kind of security threat highlighted by AI is that most traditional security solutions lack awareness of such threats since they are incapable of effective real-time user authentication, over-dependence on visual and biometric verification, and lack of AI-awareness training. 3. There are significant gaps in cybersecurity policies and training. Many organizations lack formal protocols for addressing AI-related security risks, and often, organizations are applying generative AI technologies. In addressing the aforementioned vulnerabilities, the study recommends an improved security model that incorporates deepfake detection, more secure authentication, and even advanced anomaly detection systems. In furtherance, there should be improvements in policy that aim at commanding the AI media, ensuring comprehensive training of the employees on cybersecurity matters, and drives that aim at educating the public on how to enhance the strength for discouraging AI cybercrimes.",Deepfakes; Generative AI; Manipulation of Multimedia Content; Network Security,2025,"Proceedings of the 2024 International Conference on Artificial Intelligence, Digital Media Technology and Interaction Design",inproceedings,UNK
The relationship between generative artificial intelligence and cybersecurity,"Banyasz, Peter and Szadeczky, Tamas and Vaczi, Kincso Boroka","This research paper investigates the adoption of generative artificial intelligence by citizens using the Technology Adoption Propensity (TAP) index. The study aims to explore the influence of cybersecurity factors on the acceptance of generative artificial intelligence technologies. The data for the research will be collected through a questionnaire survey that seeks to understand respondents' attitudes, expectations and concerns towards generative artificial intelligence technologies. The research will use a mixed-methods approach to analyse the data, including quantitative such as descriptive statistics, cross-tabulation analysis, cluster analysis. The expected outcomes of this study include a better understanding of the factors that influence the adoption of generative artificial intelligence technologies by citizens and the development of strategies to address any concerns that citizens may have.",Cybersecurity; Survey; Technology Adoption Propensity Index,2024,Proceedings of the Central and Eastern European EDem and EGov Days 2024,inproceedings,HUN
Application of Generative Artificial Intelligence for Epidemic Modeling,"Villaplana, Hannah Danielle Ladera and Kwak, Jaeyoung and Lees, Michael H. and Li, Hongying and Cai, Wentong","Epidemic models have become increasingly useful, especially in the wake of the recent COVID-19 pandemic, emphasizing the crucial role of human behavior in the spread of disease. There has been a recent rise in the usage and popularity of generative artificial intelligence (GenAI), such as ChatGPT especially with its ability to mimic human behavior. In this study, we demonstrate a novel application of GenAI for epidemic modeling. We employed GenAI for creating agents living in a hypothetical town in simulations and simulating their behavior within the context of an ongoing pandemic. We performed a series of simulations to quantify the impact of agent traits and the availability of information for health condition, virus, and government guidelines on the disease spread patterns in terms of peak time and epidemic duration. We also characterized the most influential factors in agents' decision-making using random forest model.",,2025,Proceedings of the Winter Simulation Conference,inproceedings,UNK
Behavioral Analysis of Classroom Interactions Supported by Generative Artificial Intelligence,"Wen, Jiacun and Lin, Yi and Si, Nian","Generative artificial intelligence, represented by Chatgpt, has been developing rapidly because of its superiority in form and process, covering almost all industries. In order to comply with the development of technology, some classroom teaching also incorporates it to build a generative artificial intelligence classroom. The classroom interaction behavior has an important reference value to help teachers reconstruct the teaching design and reform the teaching mode. The purpose of this paper is to derive significant behavioral sequence characteristics by coding and recording the actual video of generative artificial intelligence classrooms and analyzing the classroom interaction behaviors using lag sequence analysis. The study shows that the teacher-student interaction in the generative artificial intelligence classroom is more active, and the students' active participation in the classroom is very high, which will further promote the generative artificial intelligence classroom and realize the deep integration of the new technology and the classroom.",Classroom interactive behavior; Generative artificial intelligence; lagged series analysis,2025,Proceedings of the 2024 7th International Conference on Educational Technology Management,inproceedings,UNK
Automated Discourse Analysis via Generative Artificial Intelligence,"Garg, Ryan and Han, Jaeyoung and Cheng, Yixin and Fang, Zheng and Swiecki, Zachari","Coding discourse data is critical to many learning analytics studies. To code their data, researchers may use manual techniques, automated techniques, or a combination thereof. Manual coding can be time-consuming and error prone; automated coding can be difficult to implement for non-technical users. Generative artificial intelligence (GAI) offers a user friendly alternative to automated discourse coding via prompting and APIs. We assessed the ability of GAI, specifically the GPT class of models, at automatically coding discourse in the context of a learning analytics study using a variety of prompting and training strategies. We found that fine-tuning approaches produced the best results; however, no results achieved standard thresholds for reliability in our field.",Automated Discourse Coding; Generative Artificial Intelligence,2024,Proceedings of the 14th Learning Analytics and Knowledge Conference,inproceedings,JPN
Trends and Challenges of Educational Application of Generative Artificial Intelligence,"Zhou, Peijie and Xu, Haixia and Tan, Yang and Liu, Meilan and Zhou, Xia and Xiong, Wenbo and Li, Jianrong","The fast-paced development of generative artificial intelligence (GAI) has opened up new possibilities for innovation in education. This research searches the academic literature from the Web of Science (WoS) and China National Knowledge Infrastructure (CNKI) databases, applies keyword clustering and co-word analysis to investigate tendencies and issues of GAI in educational practice. The results point to considerable academic engagement with content, teaching developments, and ethical issues. High-frequency keyword analysis allows the detection of core concepts and emerging topics; Clustering and social network analyses identify the trends in research and the connections between areas of interest.",artificial intelligence education; centrality analysis; clustering analysis; generative artificial intelligence; social network analysis,2025,Proceedings of the 2024 3rd International Conference on Artificial Intelligence and Education,inproceedings,UNK
The Mode and Practice Path of Generative Artificial Intelligence Empowerment Classroom Teaching -- Based on Grounded Theory,"Zhang, Xiaoqing and Xu, Shipian and Jing, Yuhui","The integration of Generative Artificial Intelligence (GAI) in education has garnered increasing attention due to its transformative potential in classroom teaching. Using grounded theory, this study analyzes relevant policy texts and teaching case studies to construct a comprehensive framework for GAI applications in educational settings. Findings indicate that GAI can enhance personalized learning, foster improved teacher-student interactions, and streamline educational processes, providing novel pathways for educational innovation.",Classroom teaching; Generative artificial intelligence; Grounded theory; Innovation of teaching mode,2025,Proceedings of the 2025 International Conference on Generative Artificial Intelligence and Digital Media,inproceedings,UNK
Themes in the Declared Use of Generative Artificial Intelligence in Assessment,"Maguire, Joseph and English, Rosanne and Cao, Qi and Seow, Chee Kiat","Generative Artificial Intelligence use by students completing assessments has been an area of concern for academics. Some educators believe such use will undermine all assessment, while others think it has the potential to revolutionise assessments. This has resulted in some institutions and educators adopting various approaches to control the use of Generative Artificial Intelligence However, much of this is taking place without fully appreciating how students are already making use of such tools. In this paper a practice where an existing assessment is presented with the addition that students are not prevented from using Generative Artificial Intelligence but must declare and explain such use. These declarations and explanations are considered to better understand how students approached the assessment and how it could be refined in future.",artificial intelligence; cyber security; research-led teaching,2025,Proceedings of the 9th Conference on Computing Education Practice,inproceedings,UNK
Generative Artificial Intelligence Enables Multiple Learning Environments and Implementation Paths,"Jiang, Ruishuang and He, Xiangchun and Zhang, Shaojun and Zhou, Yaxin and Han, Yuqi","This paper explores the application of generative artificial intelligence in the field of education and its potential to enhance multiple learning environments. Generative AI is a powerful tool capable of simulating human creativity and imagination, and has demonstrated its potential across various fields. In the realm of education, generative AI can offer personalized learning support to students, addressing issues associated with traditional teaching models and unequal resource distribution. This paper delves into the specific application pathways and optimization strategies for generative AI in physical, resource-based, technical, and emotional learning environments. Additionally, it proposes policy recommendations, teacher training initiatives, student experience design considerations, and corporate responsibility measures aimed at implementing generative AI to enable diverse learning environments. These efforts are intended to ensure that the application of generative AI in education fully realizes its potential while addressing ethical, equity-related, and sustainability concerns.",Generative artificial intelligence; Learning environment; Technology enabling,2025,Proceedings of the 2024 7th International Conference on Educational Technology Management,inproceedings,UNK
Tribal Knowledge Cocreation in Generative Artificial Intelligence Systems,"Wang, Yi-Fan and Chen, Yu-Che and Huang, Yen-Chen and Redwing, Carol and Tsai, Chun-Hua","Generative Artificial Intelligence (AI) systems bring innovative ways of information provision and knowledge delivery. In the public sector, generative AI has the potential to decrease bureaucratic discretion in the decision-making process. Increasing reliance on this technology brings challenges of unfair treatment, colonized responses from the system, and data governance. Because of historical interaction, tribal communities are the most underrepresented in policy planning and implementation. Indigenous communities suffer from the neglect of tribal sovereignty by the U.S. federal government and limited accessibility and literacy in the digital world. Generative AI systems exacerbate these challenges with insufficient tribal input. However, the negative impact can be alleviated with digital equity and knowledge cocreation. Digital equity emphasizes the importance of tribal knowledge representation, and knowledge cocreation focuses on the collaboration between Indigenous communities and relevant actors in data governance for generative AI systems. This study proposes two research questions to discuss tribal knowledge cocreation in generative AI systems: (1) what are the biases in the system responses from the tribal perspective? (2) what are the potential resolutions for these problems? The findings from in-depth interviews with tribal members in the U.S. indicate that the insufficient articulation of tribal culture, the lack of crucial tribal historical events, and the inappropriate appellation of tribal nations are the primary drawbacks in the system responses. From the Indigenous perspective, tribal oral traditions, native publications and documents, and collaboration with tribal governments can address the problems of generative AI responses. This study contributes to the theory development of digital equity and knowledge cocreation in tribal generative AI system responses. Policy recommendations and future research agendas are included in this research.",Digital equity; Generative artificial intelligence; Knowledge cocreation; Tribal Sovereignty,2024,Proceedings of the 25th Annual International Conference on Digital Government Research,inproceedings,UNK
Co-designing a conversational generative artificial intelligence system for youth mental health,"Poulsen, Adam and Hickie, Ian B and de Haan, Zsofi and Capon, William and LaMonica, Haley M and Eyeson-Annan, Ebenezer and Radwan, Jalal and Barnabie, Nia and Scott, Elizabeth M and Iorfino, Frank","Conversational generative artificial intelligence (AI) is positioned to benefit youth mental health significantly. Chatbots, virtual assistants, and other conversational generative AI can play a key role in easing the burden on services and clinicians, positively impacting mental health outcomes for clients, and supporting real-time, proactive, shared, and appropriate treatment decisions. This research aims to determine the design and implementation requirements of a novel conversational generative AI for youth mental health, Mental health Intelligence Agent (Mia). This work reports preliminary findings from co-design workshops with internal stakeholders. Future co-design work with young people, health professionals, and other stakeholders will further inform system development, driven by stakeholder feedback to ensure safety, acceptability, usability, and functionality. Furthermore, the breadth of multi-stakeholder, multi-site research data to be collected will draw out findings with wider implications for future research and development, policymaking, and real-world digital technology design practice in the youth mental health space.",Artificial intelligence; Chatbot; Co-design workshop; Prototyping; User experience,2025,Proceedings of the Extended Abstracts of the CHI Conference on Human Factors in Computing Systems,inproceedings,UNK
